post,id
"Анонимно.
Это нормально, что преподаватель на экзамене ходит с прибором, который показывает наличие включëнных устройств? 
С каких пор у нас экзамены стали буквально состязанием между преподавателем и студентом? Система учит врать, изворачиваться, списывать, но никак не предметам. Зачем делать и без того волнительное испытание совсем невыносимым? Невозможно выучить всё за короткий срок, каждый билет по 1.5-2 страницы мелким печатным текстом, их каждый раз около 100 штук. Я не оправдываю бездельников, но ходить и шманать как арестантов это реально too much. Самое интересное, что ребята с автоматами не отличаются особым умом и гениальностью, они вряд ли бы написали экзамен идеально. 
Ваше мнение?",229
"Антипризнавашка охраннице двенашки, которая пугает меня после 23 на кухне. 

Анон.",243
"Признавашка туалету на третьем этаже химфака. Самое офигенное место, где можно спокойно плакать или радоваться, бесконечно глядеть в окно, со спокойной совестью посидеть или полежать на подоконнике... Там можно просидеть целый час не встретив ни души, а иногда, зайдя туда, можно встретить сразу двоих человек. В общем, лучше место 💔
(Анон)",986
"анон
Хочу признаться в содеянном. Я тот самый гад из своей группы, который пожаловался преподу, что на парах как то скучно. А теперь нас на парах душат... но все еще скучно😭",1283
"Люблю ооп ✨✨и все что с ним связано😜😜, язык с++ 💕💕😎👌классы😍😍😲 объекты 😈😈 наследование и инкапсуляция) 😆😆🤘
Шмот дырявые носки💗💗 футболка ИИТ с пандой👕🐼🙇🤤на улицу выхожу раз в месяц🦶с женщинами не контактировал никогда🚫 всегда смотрю в пол😔
Обычно я создаю деревья иерархии🙀🙀, это мое хобби 😹😹, сдал все квшки 💗1,2,3,4,5💯 
Еще я просто тварь👺 последняя🥵, обсуждаю с преподом создание дополнительных КВ🤠,стараюсь вывести свою группу в топ по баллам в рейтинге чтобы получить автомат😅
Если ты не ооп, не топ и не шаришь то не пиши мне ✋✋👎😤",697
"Признавашка от 4-курсницы, не сдавшей диплом, всем тем, кто сейчас отчаялся 
 
Когда-то на 1 курсе я не знала для чего живу, мне было тяжело, больно и невыносимо. Также было и на 2 курсе и на части 3. Я улетала дважды на комиссию по курсовым работам. Маленькими шажками я все теряла цель в жизни, друзей, разучилась работать и ценить жизнь. Как бы вам сейчас не было сложно и тяжело – впереди все еще хуже. В итоге диплом мне не дался вообще, как и курсовые за 2 и 3 курс. У каждого из нас бывают трудные времена, и я хочу сказать таким же потерянным и отчаявшимся, как и я когда-то. Всё у вас будет хуже и хуже. И выпуск, и диплом, и депрессия от окончания. Сдавайтесь и не боритесь за себя, свою ""величайшую"" ценность в жизни, до самого конца

Анон",985
"Господа бывалые студенты, подскажите, чем травить тараканов? Желательно помощнее, но чтоб соседи заодно не дохли.",396
"В МИРЭА восхитительно прекрасные девушки, не зря я туда поступил!",266
"Анон
Почему ИФ закрывает глаза на отзывы о неадекватном отношении к студентам некоторых преподавателей кафедры токсикологической химии ?
все еще первый среди равных ?",106
"Проще выпить литр ссаки, чем учиться на педфаке",999
"Анонимно!
Господа, что за беспредел творится в институте лингвистики по англ языку? Препод буллит студентов, указывая на отсутствие интеллекта в ситуациях, не связанных с учебой! При этом не может должным образом организовать занятие, темп очень медленный для уровня С1. Складывается впечатление, что приходит на пары чтобы унижать студентов, а не обучать их. За что мы платим? За хамское отношение к себе?",202
"Почему на втором этаже тропаря так холодно",899
"Я НЕ ПОНИМАЮ ПАРЫ ГОРОХОВОЙ 🆘🆘
КАК СДАТЬ МАТ АНАЛИЗ???",1238
"А можно как то поменять преподавателя по физре в тренажерке, невозможно с ним заниматься, какой-то неадекватный просто.
Это надо всей группой подойти в высшую школу или куда написать вообще? Крик души просто(",33
"Учась в универе и питаясь в столовке, с теплотой вспоминаю все те мамины супы, которые не хотел есть в детстве 😢 Плюсуйте кто так же",1139
"ПРИВЕТ, ТАРАКАНЫ!
СКУЧАЛИ??

Туалеты стали хуже. Все, что мы просим - это чистоту и не обманывать нас с графиками уборки.

Закупили огромные мусорки - лишь бы реже убирать. Туалеты для инвалидов воняют так, словно тряпку никогда не меняли. Отвратительный «сладкий» запах. (1 корпус)

Вот вам и ТАРАКАНЫ в туалете!!

Первый корпус весь переломанный, в третьем периодически словно на вокзале находишься. Подписи в графиках уборки проставляют НАПЕРЁД!! Сколько раз их вообще убирают??? В восьмом постоянно переполненные мусорки и грязные полы.

Это уже невозможно терпеть. Как вариант, можно написать на этом же листке: «нарушение, подпись поставлена заранее (и указывайте время и день, когда обнаружили нарушение)»

Заходить в туалет под вечер - сравнимо с психологическим насилием, или походом в туалет на вокзале!

А ещё - неужели ответственный за клининг думает, что четырёхчасового интервала достаточно для того, чтобы туалет оставался чистым? Клининг даже своё же расписание не выполняет! Хотя бы мусорки опустошайте. Вы видите вообще что эти огромные баки в третьем корпусе порой с горой бумаги стоят?

Таракана я кстати не убила, ищите его у себя под ногами 😉
____
ЮПД: а это лишь поверхностные проблемы, я бы сказала «базовые». Проблемы, которые влияют на физиологические потребности…",808
"Что делать если препод по гисте ненавидит человека из за личных причин , и не хочет ни как оценить коллоквиум , хоть на 4 расскажу , она даже 3 не поставит  , что делать ? Время до конца января 😭😭😭",1196
"Подскажите, пожалуйста, как оплачивать обучение через Сбер? Или может быть, вы знаете, почему в лк невозможно оплатить обучение, потому что нет даже кнопки оплаты (типа договоров нет)?😭
Анон",827
"Когда починят сайт? Которую неделю уже не работает, позор…",628
"Какой гений придумал чтоб библиотека кидала страйк за то что на день позже сдал учебники ,на МЕСЯЦ лишать учебников откуда инфу брать то нужную итак бабки платим, еще учебников лишают👍",611
"Почему на кафедре ин. яза такой бардак?(",900
"Раз тут начались жалобы на стулья и диваны, я очень недовольна тем, что в университете не стоят кулеры!!! пить хочется…",1006
"Подскажите пожалуйста, КАК БОРОТЬСЯ С ФИЗКУЛЬТУРОЙ!!!??? У НИХ ВСЕГДА СЛЕТАЮТ БАЛЛЫ, А ДОКАЗАТЬ, ЧТО Я ХОЖУ И ХОДИЛА НИКАК",823
"можно ли будет заходить в 9 корпус другим учащимся рэу? туда вообще пускают?? почему кому-то разрешают заходить, а кому то нет… мы спросили у охранника,можно ли зайти, а он нам беспричинно нагрубил и послал",1346
"Привет от студента-искусствоведа из Екатерининского дворца Царского села! 

В МГУ — лучшая практика 💙

г. Пушкин, июль 2023",965
"Анон
ВЫ УЖЕ ВИДЕЛИ КАК ВЫНОСЯТ ПАРТЫ-ЛАВКИ ИЗ ПРОСТЫХ АУДИТОРИЙ? ДА, МЫ ДОБИЛИСЬ ЭТОГО И ВСЁ БЛАГОДАРЯ МНЕ. Я писал все эти посты про неудобные лавки, я поднял общественность и понял, что это беспокоит всех студентов университета. Я писал с этими постами в студсоветы и комитеты. Спасибо Комитету помощи студентам (КПС), что откликнулись и создали опрос, а потом достучались до высшего руководства. 

Это я к тому, как один ничего не значащий человек может изменить многое. Из-за меня во всём университете меняют парты (ну не во всём, а в некоторых аудиториях).",87
"Я люблю заведующего кафедры.
Хочу ходить на все его лекции, слушать каждую сказанную им фразу, делать конспекты всего. Наслаждаться его голосом. Вот бы сдавать ему экзамен каждый день.
Хочу написать ради него научные работы. Он такой крутой и потрясающий. Хоть и старше меня в 3 раза.
Он потрясающе одевается, обладает чудовищной харизмой.
Но мы так редко видимся..........
Как мне быть с ним?

i am falling in love....

Анон",1254
"Столовые Сечи выходят на новый уровень высокой кухни. Но стеркобилин в норме, видно сразу!",1085
"Анон

Хочу поступить на стомат в первый или третий мед.

Что нравится в первом:
Отремонтированные и красивые корпуса, довольно известный университет (легче подтвердить диплом за границей), научная деятельность(вроде как, хз). Ну и наконец, он ПЕРВЫЙ среди равных.

В третьем мне не особо нравятся корпуса. Но, как все мне говорят, стомат там лучше.

Помогите определиться.",78
"Всем привет! 
Я был уверен, что поступлю на би в ВШЭ (на платку), но судя по отзывам студентов от туда, там очень плохо. Преподают много бесполезного на практике материала, в итоге ты не прогер, не бизнесмен.
 Пожалуйста, посоветуйте норм программы для человека, который сдал егэ инфе, но не желает быть программистом. 
Ещё был бы рад узнать в целом о ВШЭ. Какие факультеты там сильные/слабые? 
Многие хвалили уб, но для него нужно было сдавать англ(

Буду благодарен любой помощи!!

анон на всякий",352
"Привет
У меня следующая проблема: преподаватель не выставил оценки за некоторые задания, которые учитываются в формуле, хотя озвучивал их на семинаре. Письмо ему лично было проигнорировано/забыто. В лмс выставлена оценка без этих заданий, а время на обращение в учебный офис уже вышло (прошел дд). Сталкивался ли кто-либо с такой ситуацией, что делали, есть ли смысл разбираться в этом (пересдачи так или иначе нет)?",960
"У меня не особо много денег, слышал что тут много коррупции, как обстоят дела с этим? Бывают ли преподы типо если не заплатишь то завалю и т.д несмотря даже если учишься на оценку 4-5",1115
"Почему в этом году опять дня вышки не будет? Вроде ковидные ограничения сняли уже все. 
Анон",886
"Вечер/день добрый, 
Перелазил весь сайт Вышки не могу понять есть ли 100% гарантия получения общаги на бюджете маги? Нашел инфу про какую-то квоту для МИЭМА и ФКН, объясните пж как это работает, если кто знает",316
"Евгений С. из 2бАСУ3 токсичит. Что делать? Не дает дышать буквально.",463
"Всем привет!
Я с 1 курса, школа иностранных языков, и у меня явно имеются проблемы с экономикой. Мы учимся по лекциям Кима на ютубе. Поскольку все лекции дистанционные, а это вообще не мой формат, я понятия не имею, как будут писать кр, ибо уже дофига пробелов в знаниях. Может, тут есть те, кто реально разбирается в экономике и кто готов стать репетом? Лайкните пост или отпишитесь в коменты. 
Анон",350
"Шувалова на пересдаче такая же *******? Или как? Ощутил на себе, все ее приколы)",1222
"Господа, случилась такая ситуация, на работе дали фейковую справку о болезни, пропустил по ней экзамен, ее проверили, действительно фейк, теперь УО говорит, пиши объяснительную, тебе грозит отчисление. При чем я вообще хз каким образом мой работодатель сделал эту справку, я к нему обратился, так как «медицинское страхование же присутствует», кто нибудь сталкивался с подобной ситуацией, что вы писали в объяснительной? Лайкните, или оставьте коммент, пж.
Анон",398
"куда плакать о плохом состоянии второй общаги? лифт сломан и не ремонтируют уже 2 месяца, стиральные машинки тоже не работают и еще ""на стадии закупки"".",1342
"Почему курсы ВШЭ в ""Открытом образовании"" такие дорогие? Почему они вообще платные? (В курсах МФТИ видеолекции бесплатные, только за сертификат надо платить). 
В связи с этим вопрос к студентам ВШЭ. У вас бесплатный доступ ко всем курсам ВШЭ в ""Открытом образовании""??? 

Если да, я могу заплатить пару тысяч за то, чтобы вы мне предоставили студенческий логин и пароль, для бесплатного просмотра лекций ВШЭ в ""Открытом образовании"".
Кому интересно напишите мне в лс..
Не анон пожалуйста",894
"Как жить в общаге, если боишься тараканов...",579
"Почему МАДИ так хейтят?
Вроде норм ВУЗ
И здание красивое
И люди внутри него красивые 
А начальница км тем более…
Анон.",861
"Захотел поесть вкусно в столовой в Галоше, купил макароны с сыром, а они пахнут тухлыми носками, захотел съесть сосиски, а они на вид как старый дед, салат витаминный - тухлый кочан. Неужели нельзя адекватно относиться к студентам и заказывать нормальную еду, а не помои продавать... (предъява не к продавцам). 
Чёрный диван - спиз*или, столовку - испортили, прямые катера - урезали, что дальше?
Анон.",498
"Нуу, раз уж такое дело..)
Почему все молчат о работе отдела расписания? Неужели всех все устраивает? Что за идиотская идея менять расписание КАЖДУЮ неделю? Огромная благодарность тому, кто это придумал, от работающих студентов, которым необходимо заранее выстраивать график, что становится ну просто физически невозможно. Я уже молчу о том, что расписание выкладывается буквально чуть ли не в тот день, когда уже нужно идти на учебу. А окна! Ах! Как же иногда приятно отсидеть окно 1.5 часа пары+40 минут большого перерыва! Ну просто мечта! А знаете, что может быть лучше этого? Только восьмая пара, которая заканчивается в 22.10. Ну сказка, согласитесь! Сплю и вижу, как в декабре ночью иду с пары ждать маршрутку, которая ходит до 19.00. И я уже не говорю о бедолагах, которые по каким-либо причинам живут на северной/не в Севастополе. 

А если серьезно, то это просто свинство. 
Анон, всем добра и нормального расписания :)",782
"люди, у кого был опыт жизни в общежитии, поделитесь пожалуйста поверенными способами борьбы с тараканами, чтобы их хотя в комнате было поменьше?...",1344
"Стырин - легенда отечественного преподавания!
Анон",1089
"Всем привет, поделитесь опытом, что делать если препод позволяет себе слишком много…Оскорбляет и переходит на личности?? Анон",365
"Шаламов по метрологии бесит уже... Ни хрена не понятно, а требует столько что... Есть какие нибудь лайфхаки чтоб лабы ему сдавать?
Анон",1218
"Всем привет !писал дви по журналистике 12 июля . Результата нет . Не могу понять , его нет у всех ? Есть опасения , что , возможно , я где-то ошибся и просто напрочь результат мне не зачли",348
"Бл*ть, Шаламов по метрологии ах*енный дед. Все кто его х*есосит- идут нах*й
Анон",257
"Как наладить отношения с Улицкой? 
Не пускает даже спустя минуту после начало пары.",588
"Таракан Саша передаёт привет всем, кто покупает кофе на остановке Студгородок :)
Анонимно",1094
"А в какой момент времени интернет в первом корпусе Одинцово деградировал с 4G до 2G и почему это произошло?

(анонимно)",23
"Всем привет, поделитесь опытом, что делать если студент позволяет себе слишком много… Оскорбляет и переходит на личности? Анон",366
"АНОН
Интересует вопрос, а всех устраивает охранница на Гоголя или только мы ждём её увольнения? 😊",57
"Здравствуйте! Имею большие проблемы с одногруппниками в плане коммуникации, ощущаю некую травлю вечно, и некомфортно себя чувствую при учебе. Что делать?",513
"Можно анонимно пожалуйста. По какой причине в праздник крымчан и севастопольцев, Сев ГУ игнорирует этот праздник... Мне кажется, что это неправильно...",720
"День добрый, вчера 07.04 поели значит в столовой на Гоголя. Вечером плохо стало, ночью так вообще. Оказалась палочка... 
Людии, не ешьте пожалуйста там гороховый суп, он зло. И пока вообще воздержитесь от похода туда. 
Анонимно пожалуйста😅",421
"анон, пытаюсь заказать справку о факте обучения уже месяц, раз в неделю отправляю заявку через сайт, но на почту ничего не приходит, хотя все данные ввожу правильно, подскажите это только у меня такая проблема",1294
"На Университетской не хватает кабинетов. ИОНМОшников уводят в подвалы учиться,пока школьники сидят в наших кабинетах на нашем 6 этаже. Какого хера? Пусть школота учится там,где им остается место. Почему они на нашем 6 этаже,а мы в подвале? Ничего не перепутали?",736
"Если мне уже есть 18,а преподша угрожает позвонить предкам,могу ли я запретить ей это делать,т.к. мне уже есть 18?А если все-таки позвонит вопреки моим требованиям,то могу ли я написать на нее жалобу?",471
"Анонимно
Считается ли это нормальным,когда преподаватель по непрофильному предмету отправляет на отработку около 40 человек и эти 40 человек стоят,ждут под дверью 6 часов и сдают эту отработку до 10 вечера?Ведь один пропуск (даже по справки) равен отправке на сдачу зачета.Интересно,как часто преподаватели проходят тест на психологическое здоровье?",182
"Уважаемые бауманцы! Давайте поблагодарим преподавателей, которые грамотно и увлечённо объясняют свой предмет.
На парах которых всегда интересно. На их занятия постоянно хочется ходить и получать бесценные знания и опыт. Справедливые и объективные в оценивания студентов. Понимающие, внимательные, тактичные к студентам.
Искренне - Спасибо Вам!",1128
"Приветствую, хочу сказать, что глубоко разочарован бауманкой. Дело в том, что на протяжении многих лет мне выдалбливали какой это крутой ВУЗ и всё такое. Итак обо всем по порядку.
Сейчас я учусь на первом курсе. В течение семестра не мог посещать занятия по личным причинам. На прошлой неделе я ходил отрабатывать лабы (почему их нельзя было отработать не приходя в вуз так и не понял, всё равно данные у всех +- одни и те же). Но это ладно, как говорится - в каждой избушке свои погремушки. 
Я прихожу отрабатывать лабу, а не готово НиЧеГо, спрашиваю лаборанта, почему не собрана установка. Так он мне в ответ начинаает какие-то бумажки пихать. Чел, эта инструкция для тебя, ты тут работаешь не я. 
Вы понимаете, НИЧЕГО не собрано! Такого даже в школе не было никогда.

Но потом до меня дошло, они просто не знают как это подключать.Задумайтесь просто! Сотрудник технического вуза не может разобраться в инструкции к работе, на которую у меня ушло всего 34минуты и 30секунд (я засекал). И это при том, что видел я эту ""методичку"" впервые в жизни. Вместо того что бы делать свою работу, этот лаборант сел за комп заполнять какие-то там таблицы и изредка бродил аудитории. Чё за трэш??!

 Ладно, я подумал, что преподы встречаются разные, нам просто не повезло и всё, но сегодня у нас был экз и там было то же самое. Мало того, что препод запретил пользоваться телефоном (!), после экза он сказал не расходится и узнавал, что же у нас написано в работах! Чел, ну если ты не понимаешь, что у нас тут написано, значит загугли блин, а не допрашивай каждого студента, мы вообще-то не обязаны тебя обучать! У нас свои дела есть. Кароч, он меня спрашивает, что здесь значит dx, а я просто охренел, то есть человек не знает ЭЛЕМЕНТАРНЫХ ВЕЩЕЙ!!. В общем я настолько ошалел что просто сижу и молчу, а он такой - ладно, давайте с чего попроще, что такое вектор - тут я просто выпал, то есть человек преподает математику и не знает что такое вектор - чел не знаешь ЗАГУГЛИ!! Зачем это узнавать у студентов?? Зачем выставлять на показ, что ты неуч?? Ты их учить должен, а не они тебя. В общем я сижу, молчу охреневаю, а потом до меня доходит вся ситуация, я просто встаю и ухожу. Нет у меня времени неучей преподов учить.
Просто ужасно! И что бы вы понимали, он мало того что видимо неуч, у него и с памятью какие-то проблемы, я потом узнавал у одногруппников - он задавал им те же вопросы!! То есть он не способен запомнить пару определений и пытался выяснить их у студентов после выполнения экзамена!

По итогу, захожу в ЭУ, а у меня там стоит 2 за экз. То есть препод натурально за то что я его отказался учить поставил мне вместо 5 другую оценку - 2 и я теперь гарантированно без СТИПУХИ!!!!

Кароч, трэш и ужас, думаю отчисляться, на старших курсах такой же ужас знает кто?

Анон",976
"Как же всё бесит... Никакого желания что-либо делать. Пытаешься, вкладываешь очень много сил, а потом только расстраиваешься.

С первого курса физика, которую, даже если любил, возненавидишь. Благо, она закончилась на 2 курсе. 
3 курс, будут предметы по специальности...ага, конечно, сначала закройте общеобразовательные и бесполезные ГОСТы. Каждый гребаный семинар по безопасности жизнедеятельности - бесполезнейшие работы...ещё и такие же лабы 7 штук... в специальные дни. Зачем?! Ок, другие предметы... Потом пригодится, дай Боже, 4 со всей учебной программы за несколько лет. Практика?! Здравствуйте, теперь Вы месяц заменяете бухгалтера, за это получите бумажку о прохождении практики...предварительно пнув 3-4 человека... Ощущение, что здесь просираю своё время. 

Мне уже плевать на стипендию... Ещё 3 года...потерпеть. Я обязательно смогу.
Это нытье человека со специалитета. 

Если хотите корочку этого вуза, идите на бакалавриат. Специалитет того не стоит. 

Делайте то, что Вам интересно, изучайте то, что хоть немного интересует/удивляет, вместо того, чтобы *бланить, иначе ничему за время учёбы не научитесь.

В течение года-два на выезды покатайтесь (и другие мероприятия, которые хоть как-то кажутся интересными) просто потом Вам это надоест...как и сам вуз. Таким образом, Вы найдёте единомышленников и неплохих собеседников, а мб и девушку. 

Анон",574
"Хочу сказать, что Дьяченко М. И. лучший препод по термеху в мире❤❤❤

(Анон)",1183
"Все привет! Остался последний экзамен -сопромат, принимает Дружинин П. В. Хотелось бы получить норм оценку, чтоб со степухи не слетать, но очень страшно к нему идти, потому что всей группой пинали х на лекциях и лабах. Есть вообще шанс у него списать во время сдачи? Какие вопросы задаёт на защите? Относится лояльнее к улыбающимся красивым девочкам с откровенным вырезом и короткой юбкой? 
Анон",342
"Архипова Наталья Викторовна самая лучшая❤❤❤

Анон",248
"Ранее в группе спрашивали про кафедру ИБМ3. Хочу рассказать по подробнее. 
Одни из самых простых кафедр в вузе - ИБМы. Сидишь на лекциях как будто смотришь научпоп сидя в сортире: фактов много, взаимосвязей ноль. Считай ходишь в универ чтоб мозги не засыхали от пинания х*ëв и чтоб поддерживать режим. Первые два курса тебя потаскают по всем техническим предметам от статистики и высшей матеши до информатики и физики, как и в этих ваших *бучих ФН-ах, только это будет на столько быстро, что покажется будто в тебя кинули всю матешу за пол года, ты них*ра не запомнил, тебе дали за это п*зды и так по каждому предмету. В общем на этом вся техническая база и закончилась. 
Самые угарные предметы: ""Высшая математика"" на палочках - неминуемо выработаешь у себя почерк врача, так как будешь писать за полтора часа лекции столько, сколько за все 11 классов не писал. 
""Введение в профессию"" - я х*й знает, что это бл*ть было. Как один длинный и тупой сон, где тебе пол года рассказываю, что инноватор - это тот, кто создаëт инновации. 
""Предпринимательский практикум"" - будете сидеть и слушать про камни, к которым присобачили USB и продавали их как домашних питомцев (и это даже не шутка) 
""Учебно-технологический практикум"" - считаю единственно важным предметом за все 4 года обучения, самым практически применимым после окончания ВУЗа, самым важным для построения гармоничной человеческой личности и единственный предмет университета, способный наладить контакт между представителями других инопланетных цивилизаций. (Или нет, бл*ть). Вас за пару занятий научат паять, лить, приваривать одну х*ету к другой х*ете, ковать и штамповать. Лично я сварил себе на поянии сеточку из проволочек, которая развалилась к х*рам, и на штамповке забубенил маме афигенную пепельницу. А ещë вам придëтся исписать 3-4 двенадцати листовых тетради, описывая процесс сварки и прочую х*йню. 
""Информатика"" - ну тут чисто из-за Толпинской. Два года - год назад о ней разлетелось пару очерков по группам, можешь поискать. 
Предметы, на которых вас вы*бут, и будут совершенно правы:
Физика, информатика, почти вся математика, менеджмент, возможно начертательная геометрия, экономика предприятия, немного присунет материаловедение и довольно долго и муторно будут драть Информационные технологии. 
В целом ты поступаешь на этот факультет как в кружок окружающего мира: расширяешь кругозор до оп*зденения по многим полезным сферам жизни, пока дома занимаешься какой то важной х*йнëй, курсы там проходишь, книжки читаешь или работаешь. Выйдя просто с теми знаниями, что получишь от факультета, ты уже на всë насмотрелся и за*бался, но не умеешь абсолютно них*ра. 
Поступил совершенно случайно, кликнув на рандомную кнопку из 15 ""подать заявку на факультет "" и не прогадал. Ставлю семь энергетов из десяти.",1009
"Третьего дня по совету проверенных камрадов подал документы в мегавуз — московскую ветеринарку «Бауман-3000». Сразу же, задыхаясь от жадности, принес аттестат в приемку и изучил список направлений подготовки и специальностей. Размер - моё почтение. Настоящим политехником был Николай Эрнестович. Даже моя привыкшая к суровым ютубным научпопам голова отказывалась выбирать кафедру с первого захода. Совместными с подслушкой усилиями забороли проблему. Ощущения — АТАС. Со станкином не идёт ни в какое сравнение. Кроме того, военная кафедра приятно экономит время. Проходил по бауманке весь день. Решительно готов к новым постам ""куда поступить"". 
Многие дети увидят тут проявления программизма. Тупым детям невдомёк, что программирование и патриотизм — это разные вещи. 
Вуз отличный, всем рекомендую к поступлению. 
Всё это, как водится, реклама.",1105
"Здравствуйте! Выбираю между ИУ7 и ИУ6. Судя по многочисленным постам об ИУ7 скложилось впечатление, что это самое крутое направление... Но по учебным планам на том же ИУ6 больше разнообразных IT-курсов и учебный план ближе к ""прогерскому"". К примеру, вот на скрине дисциплины по выбору (слева ИУ7, справа ИУ6). Да и отзывы по преподам на ИУ7 не очень... Что скажете по этому поводу? Откуда такой хайп вокруг ИУ7 и стоит ли своих денег (больше 300к в год)? Спасибо.
Анон",512
"Всем привет. Поступила на мт11, наноинженерия. Думала, что перспективное и сложное для попадания направление, а оказалось — не особо. Показалось странным. Скажите, есть смысл надеяться на суперперспективность или уже нет? (Баллы егэ+ид=275). И как вообще учиться — оч сложно или с пивом пойдет?",379
"Я, конечно, понимаю, что в универе срут слабые, сильные терпят, а умные срут дома заранее, но что за х*йня с туалетами, кто сп*здил вообще все седулки с унитазов из улк? В гз же все норм с этим, чзх
Анон.",1277
